OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
205528,4.91E+11,4.91E+11,49,53,270802,1,,,41100,"St. George, UT",160537,63522,60605,21283.44354,0,21283.44354,2554.89419,4443,2294,1818,0.52,56,0.03080308,424,0.233223322,1338,0.735973597,1696,500,697,499,0.294811321,398,24,30,131,157,56,24,30,131,54,56,0,103,0,132,170,96,0.331658291,0.897884542,1.739015266,0.155779445,0.009393735,0.011742169,0.051274139,0.061450686,0.021918716,0.009393735,0.011742169,0.051274139,0.021135905,0.021918716,0,0.040314781,0,1.053663988,0,0.218921892,0.853004737,0.853004737,0.907905643,0.782300681,0.400366286,0.498481587,0.527056257,0.234045932,0.164428837,0.380133715,4.261306533,0.038338275,1.645790411,0.318427906,0.187429819,1.139932686,5.946376099,0.120281288,1.022390947,0.330773542,6.40497858,0.661547083,-99999,0,0,-99999,-99999,-99999,13958,11008,-99999,-99999,0.024475868,0.75030909,0.02353243,0.863101772,-99999,-99999,-99999,-99999,7,18,4,1,5.833333333,50131.78883,86132923.3
205529,4.90E+11,4.90E+11,49,11,126304,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,2857.163679,116.3255373,2740.838142,2459.48746,2575,978,849,0.64,17,0.020023557,145,0.170789164,687,0.809187279,1000,249,264,487,0.249,2131,60,71,1582,418,0,60,60,1582,342,0,47,29,11,345,759,1027,0.161895824,0.397643825,1.046966102,0.866440685,0.024395327,0.028867803,0.643223446,0.169954109,0,0.024395327,0.024395327,0.643223446,0.139053362,0,0.019109673,0.011791075,0.004472477,1.26408451,0,2.510011779,0.544265087,0.468804429,0.455103757,0.425879258,0.706503172,0.645494275,0.559714602,0.624360073,0.905652359,0.638773555,0.469263257,0.588171479,10.19449659,4.361255003,0.447570469,5.385671118,13.5489066,1.167526076,1.868041721,0.46701043,14.94433377,1.868041721,1068.87,0,0,1,0.233505215,0.00038835,65041,54757,1772,832,0.005657114,0.666471975,0.004824895,0.739969459,0.000220299,0.013128357,0.000148959,0.010466989,16,6,6,13,10,20217.53069,11562786.1
205530,4.90E+11,4.90E+11,49,11,126306,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,321.4098888,0,321.4098888,321.4098888,3530,1201,1124,0.527,17,0.015124555,237,0.210854093,870,0.774021352,1189,303,341,545,0.254835997,1297,332,262,12,83,608,332,207,12,75,608,1,7,55,633,404,260,0.488049345,3.736661633,10.98286059,4.03534566,1.032948928,0.815158491,0.037335503,0.258237232,1.891665506,1.032948928,0.644037434,0.037335503,0.233346896,1.891665506,0.003111292,0.021779044,0.171121057,7.772007294,0,1.153914591,0.774378047,0.774378047,0.660143065,0.660143065,0.758069468,0.664357953,0.737363483,0.514631316,0.537393826,0.956556718,0.916730918,0.92010353,23.90236948,1.473932855,2.62847417,19.79996246,136.7813547,0,11.94736109,7.964907395,139.3858794,27.87717588,307.12,0,0,5.67,11.29025623,0.001606232,53817,46749,47950,29845,0.004680876,0.551460191,0.004119273,0.63175178,0.005961257,0.355250972,0.005343371,0.375465479,18,14,17,18,17,4709.261611,1300727.548
205531,4.90E+11,4.90E+11,49,11,126306,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,364.4836195,0,364.4836195,358.16266,1874,857,813,0.615,37,0.045510455,300,0.36900369,476,0.585485855,1043,259,327,457,0.248322148,1516,896,92,117,264,147,896,57,117,110,147,44,110,35,632,599,285,0.416886544,2.392767577,5.232259555,4.232713706,2.50165665,0.256866531,0.326667219,0.737095263,0.410428044,2.50165665,0.159145568,0.326667219,0.307123026,0.410428044,0.12284921,0.307123026,0.097720963,6.625481283,0,1.864698647,0.751319135,0.751319135,0.686994204,0.686994204,0.800314199,0.746409562,0.814599965,0.47593355,0.89439528,0.815162173,0.687994723,0.731977666,21.26582383,0.653279475,3.80208197,16.81046239,132.9029822,0,29.85044984,12.2913617,87.79544069,42.14181153,111.31,0,0,6.33,11.11490279,0.003377801,59762,52316,49360,38801,0.005197959,0.612378317,0.004609807,0.706982527,0.006136552,0.365697351,0.00694683,0.488136574,19,15,17,20,18,5004.418938,1475042.504
205532,4.90E+11,4.90E+11,49,11,126306,3,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,298.0416418,0,298.0416418,296.2534,2108,859,859,0.505,46,0.05355064,274,0.318975553,539,0.627473807,1058,272,321,465,0.257088847,289,21,17,47,182,22,21,17,47,28,22,98,56,0,113,86,90,0.39100346,2.899544782,7.115530151,0.97551623,0.070885262,0.057383308,0.158647968,0.614338941,0.074260751,0.070885262,0.057383308,0.158647968,0.094513683,0.074260751,0.330797891,0.189027366,0,3.875061012,0,0.336437718,0.708211375,0.708211375,0.904193659,0.84613084,0.475053906,0.556751089,0.601554701,0.731050231,0.241134752,0.429101707,3.660899654,0.069885321,19.39175796,0,2.386852541,17.00490542,121.0096676,0,19.32615847,12.88410565,107.3675471,23.62086035,396.97,0,0,6.33,13.59273146,0.003002846,54743,47953,47898,30626,0.004761418,0.560948868,0.004225363,0.648022271,0.005954793,0.354865716,0.0054832,0.385290862,9,20,16,17,15.83333333,4818.397341,1206159.166
205533,4.90E+11,4.90E+11,49,11,126406,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,250.5920172,0,250.5920172,250.44418,2277,849,794,0.573,48,0.060453401,237,0.298488665,509,0.641057935,1071,282,337,452,0.263305322,283,6,21,33,223,0,6,21,33,105,0,100,18,0,83,100,100,0.293286219,3.38997696,9.091846335,1.12999232,0.023957434,0.08385102,0.131765889,0.890417977,0,0.023957434,0.08385102,0.131765889,0.419255101,0,0.399290572,0.071872303,0,4.51996928,0,0.356423174,0.514353636,0.443040108,0.801434332,0.690559231,0.474262473,0.432978371,0.467254255,0.804566296,0.22109375,0.418020679,3.784452297,0.061762908,16.66384506,0,2.3034909,14.36035416,80.06128936,0,33.20137686,2.553952066,79.17251404,2.553952066,413.06,0,0,5.33,13.61256451,0.002340799,88824,69915,62719,41597,0.007725703,0.910175223,0.006160537,0.944810065,0.007797374,0.464671235,0.007447419,0.523311695,9,15,12,16,13.33333333,4784.064659,1014132.904
205534,4.90E+11,4.90E+11,49,11,126406,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,261.7713154,0.79072,260.9805954,259.28133,1774,632,613,0.658,0,0,151,0.246329527,462,0.753670473,930,271,272,387,0.291397849,160,32,5,62,54,7,32,5,62,35,7,1,18,0,65,27,68,0.40625,2.437506781,6.84198897,0.617090324,0.123418065,0.019284073,0.239122501,0.208267984,0.026997702,0.123418065,0.019284073,0.239122501,0.134988508,0.026997702,0.003856815,0.069422661,0,3.054597105,0,0.261011419,0.808388712,0.808388712,0.79368225,0.742715924,0.434899164,0.512789326,0.534794919,0.248370972,0.165460186,0.293577982,5.8125,0.008127515,16.58450867,0,1.371223746,15.21328492,81.77895359,0,2.4522896,2.4522896,105.4484528,7.356868801,411.72,0,0,2.33,5.713834769,0.001313416,84632,66996,52981,32968,0.007361093,0.867220002,0.00590333,0.905363586,0.006586723,0.392524542,0.005902505,0.414754428,8,17,13,16,13.83333333,6112.284174,1059373.235
205535,4.90E+11,4.90E+11,49,11,126405,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,247.0920928,0.5245933,246.5674995,234.64014,1504,454,454,0.526,7,0.015418502,66,0.145374449,381,0.839207048,733,174,189,370,0.237380628,42,0,7,13,16,6,0,7,13,14,6,0,2,0,12,17,13,0.285714286,1.934877809,6.409815473,0.178997507,0,0.029832918,0.05540399,0.068189526,0.025571072,0,0.029832918,0.05540399,0.059665836,0.025571072,0,0.008523691,0,2.113875316,0,0.092511013,0.942980428,0.81223913,0.901420259,0.697677675,0.248994767,0.291199253,0.307714152,0.005328388,0.054333765,0.108387097,17.45238095,7.16E-08,18.92708522,0,0,18.92708522,85.69499242,0,0,0,116.8037152,7.78691435,-99999,0,0,-99999,-99999,-99999,60573,49247,-99999,-99999,0.005268497,0.620688595,0.004339383,0.665508993,-99999,-99999,-99999,-99999,4,15,13,1,7.833333333,4155.448643,999967.8017
205536,4.91E+11,4.91E+11,49,53,270902,1,,,41100,"St. George, UT",160537,63522,60605,6402.032357,555.4467002,5846.585657,5144.45211,4434,2087,1744,0.461,19,0.010894495,697,0.399655963,1028,0.589449541,1604,493,651,460,0.307356608,2105,221,90,1740,39,15,221,90,1740,31,15,0,8,0,308,1066,731,0.14631829,0.405679741,0.861899364,0.409178656,0.042958899,0.017494574,0.338228438,0.007580982,0.002915762,0.042958899,0.017494574,0.338228438,0.006025909,0.002915762,0,0.001555073,0,0.814858397,0,1.206995413,0.396378674,0.396378674,0.361291899,0.31130867,0.579113732,0.606199624,0.510026983,0.434750493,0.643829332,0.86492316,0.761995249,0.788198947,5.310681623,0.612868575,1.016986701,3.680826347,15.80573781,0.875724791,5.035417546,0.656793593,13.57373425,2.736639971,-99999,0,0,-99999,-99999,-99999,6367,5583,-99999,-99999,0.011164769,0.342256625,0.011935098,0.437745021,-99999,-99999,-99999,-99999,13,4,6,1,5.166666667,33121.94206,25908671.18
205537,4.91E+11,4.91E+11,49,53,271000,2,,,41100,"St. George, UT",160537,63522,60605,662.2200928,0,662.2200928,658.1738,2116,767,627,0.554,8,0.012759171,130,0.207336523,489,0.779904306,1182,332,526,324,0.280879865,263,55,0,105,70,33,55,0,105,15,33,0,55,0,71,133,59,0.269961977,1.165345688,3.214956293,0.399590503,0.083564554,0,0.15953233,0.106354887,0.050138732,0.083564554,0,0.15953233,0.022790333,0.050138732,0,0.083564554,0,1.564936192,0,0.419457735,0.94249109,0.811817638,0.897742799,0.694831409,0.617051942,0.660596953,0.692534356,0.685969892,0.221101303,0.364013841,4.494296578,0.030370104,14.04069534,0,2.089280434,11.9514149,73.79878764,0,9.664460607,6.765122425,70.55056243,13.53024485,-99999,0,0,-99999,-99999,-99999,3343,4173,-99999,-99999,0.005862074,0.179702199,0.00892086,0.327191469,-99999,-99999,-99999,-99999,14,15,12,1,9.166666667,8225.644488,2679967.299
205538,4.90E+11,4.90E+11,49,11,126500,5,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,271.7294454,1.5280664,270.201379,253.79968,1625,501,453,0.569,11,0.024282561,40,0.088300221,402,0.887417219,787,220,209,358,0.279542567,78,3,11,10,54,0,3,11,10,7,0,47,0,0,29,25,24,0.371794872,1.973997761,6.402687348,0.307328993,0.011820346,0.043341268,0.039401153,0.212766226,0,0.011820346,0.043341268,0.039401153,0.027580807,0,0.185185419,0,0,2.281326753,0,0.17218543,0.663266229,0.571306433,0.737209474,0.570582463,0.343191983,0.368174008,0.398543508,0.168783052,0.091603053,0.180346821,10.08974359,0.000112817,17.57657478,0,0,17.57657478,91.62233032,0,0,0,108.9557726,18.94883001,1066.19,0,0,4.33,10.25605424,0.002664615,55392,46934,36797,23364,0.004817866,0.567599139,0.004135574,0.634251814,0.00457469,0.272620856,0.00418303,0.293931159,6,10,13,13,11.33333333,4386.744824,1099671.081
205539,4.90E+11,4.90E+11,49,11,126500,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,284.1948991,1.1648294,283.0300697,209.9797,1065,289,289,0.506,15,0.051903114,12,0.041522491,262,0.906574394,506,142,133,231,0.280632411,32,0,1,5,18,8,0,1,5,12,8,2,4,0,9,13,10,0.28125,1.376323521,5.071918857,0.152395684,0,0.004762365,0.023811826,0.085722572,0.038098921,0,0.004762365,0.023811826,0.057148381,0.038098921,0.00952473,0.01904946,0,1.528719205,0,0.110726644,0.770807961,0.663937839,0.862812438,0.743445932,0.267746723,0.388518194,0.422919479,0.084220498,0.05834093,0.118959108,15.8125,3.69E-07,12.76561803,0,0,12.76561803,57.30896373,0,0,0,72.35980269,9.044975337,-99999,0,0,-99999,-99999,-99999,51057,43652,-99999,-99999,0.004440818,0.523178604,0.003846382,0.589899864,-99999,-99999,-99999,-99999,4,17,10,1,7.166666667,6139.179932,1150122.061
205540,4.90E+11,4.90E+11,49,11,126500,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,134.711507,0,134.711507,134.711507,1231,371,371,0.572,0,0,25,0.067385445,346,0.932614555,495,123,134,238,0.248484848,30,0,3,17,10,0,0,3,17,9,0,0,1,0,9,11,10,0.3,2.754033477,9.138046388,0.222698125,0,0.022269812,0.126195604,0.074232708,0,0,0.022269812,0.126195604,0.066809437,0,0,0.007423271,0,2.976731602,0,0.080862534,0.835891093,0.570584438,0.740593951,0.493729301,0.241374847,0.17429472,0.167370622,2.59E-05,0.047581285,0.114285714,16.5,1.86E-07,18.76808697,0,1.028446841,17.73964012,85.55408708,0,0,0,114.0214399,9.501786659,734.93,0,0,2.33,11.06958146,0.00189277,52652,45905,38237,26682,0.004579547,0.539522492,0.004044904,0.620346221,0.004753714,0.283289498,0.004777076,0.335673309,4,8,13,14,11,3007.132907,545167.9134
205541,4.90E+11,4.90E+11,49,11,126500,4,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,175.2613583,0,175.2613583,175.2613583,1356,495,466,0.377,106,0.227467811,106,0.227467811,254,0.545064378,619,157,161,301,0.253634895,1759,11,25,3,1658,62,11,25,3,80,62,44,1534,0,564,625,570,0.320636725,2.824353325,7.73701638,10.03643939,0.062763407,0.142644107,0.017117293,9.460157197,0.353757386,0.062763407,0.142644107,0.017117293,0.456461143,0.353757386,0.251053629,8.752642424,0,12.86079271,0,3.774678112,0.171931697,0.171931697,0.294541432,0.275627447,0.408520467,0.283877737,0.315428907,0.40423878,0.870626003,0.520605551,0.351904491,0.523040956,18.52160322,0,2.424208226,16.09739499,84.02171558,0,18.25844574,7.303378294,80.33716123,10.95506744,374.17,0,0,4.33,15.81181401,0.003193215,60561,51246,27136,23914,0.005267454,0.620565632,0.004515524,0.692522872,0.003373612,0.201044638,0.004281501,0.300850443,8,3,13,17,11.83333333,3474.561709,709274.1039
205542,4.90E+11,4.90E+11,49,11,126901,5,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,160.4338757,0,160.4338757,157.77835,1685,657,604,0.563,0,0,185,0.306291391,419,0.693708609,561,147,199,215,0.262032086,1000,297,49,75,283,296,297,49,75,180,296,91,12,0,398,349,253,0.398,4.164069405,10.67953873,6.338005183,1.882387539,0.310562254,0.475350389,1.793655467,1.876049534,1.882387539,0.310562254,0.475350389,1.140840933,1.876049534,0.576758472,0.076056062,0,10.50207459,0,1.655629139,0.882418731,0.882418731,0.844242631,0.790029569,0.863823847,0.775800512,0.850145024,0.465103719,0.744878957,0.718770019,0.561,0.64468078,19.62769844,1.187879116,5.537436121,12.9023832,75.82239067,7.978364883,15.95672977,11.96754733,67.81610151,7.978364883,820.77,0,0,3.67,14.64029956,0.002178042,75190,61142,25002,20428,0.00653985,0.770468286,0.005387507,0.826254409,0.003108308,0.185234303,0.003657376,0.256994767,20,19,12,14,15.16666667,5075.046712,649264.7133
205543,4.90E+11,4.90E+11,49,23,10100,3,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,442.0208814,0,442.0208814,420.93204,1705,640,592,0.518,16,0.027027027,94,0.158783784,482,0.814189189,726,240,241,245,0.330578512,798,64,222,175,267,70,64,40,175,59,70,147,61,182,345,173,280,0.432330827,1.52043546,4.050535094,1.895792965,0.152043546,0.52740105,0.415744071,0.634306669,0.166297628,0.152043546,0.095027216,0.415744071,0.140165144,0.166297628,0.34922502,0.144916505,0.432373834,3.416228425,0,1.347972973,0.913885708,0.913885708,0.931246952,0.931246952,0.851976196,0.771414013,0.818688164,0.591524085,0.637634838,0.952755906,0.909774436,0.913725059,18.91868636,0.944827206,2.636339394,15.33751976,86.88096336,0,4.343686194,20.27053557,17.37474478,52.12423433,-99999,0,0,-99999,-99999,-99999,2725,4200,-99999,-99999,0.000199442,0.038468597,0.000326078,0.063649865,-99999,-99999,-99999,-99999,20,20,13,1,11.33333333,7080.232475,1788835.392
205544,4.90E+11,4.90E+11,49,11,126600,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,199.4003102,0,199.4003102,199.4003102,2000,688,688,0.609,25,0.036337209,200,0.290697674,463,0.672965116,951,258,303,390,0.271293375,363,17,65,23,210,48,17,65,23,5,48,128,77,0,155,108,100,0.426997245,3.450345686,10.03007467,1.820458552,0.085255635,0.325977427,0.115345859,1.05315784,0.240721792,0.085255635,0.325977427,0.115345859,0.025075187,0.240721792,0.641924779,0.386157875,0,5.270804238,0,0.527616279,0.752006691,0.752006691,0.84751369,0.793090576,0.593029245,0.634646228,0.696690158,0.838277093,0.307236564,0.552511416,2.619834711,0.197931412,19.65904086,0.47340401,1.286032159,17.89960469,134.8651864,0,9.628871681,3.209623894,173.3196903,9.628871681,160.93,0,0,4,12.83849557,0.002,59427,50090,24120,20374,0.005168821,0.608945589,0.004413664,0.676901039,0.002998655,0.178699759,0.003647708,0.256315419,13,19,17,20,17.66666667,3888.353963,806960.8382
205545,4.90E+11,4.90E+11,49,11,126600,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,195.9498058,0,195.9498058,193.784,1957,683,639,0.513,71,0.111111111,124,0.194053208,444,0.694835681,873,256,260,357,0.293241695,263,34,25,29,86,89,34,25,29,30,89,47,9,0,138,60,65,0.524714829,3.52454279,10.09887297,1.357181191,0.175453082,0.129009619,0.149651158,0.443793089,0.459274243,0.175453082,0.129009619,0.149651158,0.154811543,0.459274243,0.242538084,0.046443463,0,4.881723981,0,0.411580595,0.909308967,0.909308967,0.90899484,0.850623713,0.575003134,0.679608262,0.743293992,0.954291589,0.236936937,0.463028169,3.319391635,0.09833339,15.82110154,0,1.948772075,13.87232947,89.30613597,0,39.1937107,13.06457023,55.52442349,13.06457023,417.09,0,0,6.33,20.67468239,0.003234543,54889,46729,47600,26968,0.004774116,0.562444923,0.00411751,0.631481507,0.005917745,0.3526579,0.004828281,0.339271337,12,20,13,16,15,3983.550839,792997.1582
205546,4.90E+11,4.90E+11,49,11,126600,3,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,206.2511577,0,206.2511577,199.10629,1166,542,460,0.6,7,0.015217391,132,0.286956522,321,0.697826087,709,178,228,303,0.251057828,805,81,22,37,275,390,81,22,37,90,390,98,87,0,489,169,147,0.607453416,2.722164127,5.856168582,4.043066645,0.406817886,0.110493747,0.185830392,1.381171835,1.958752785,0.406817886,0.110493747,0.185830392,0.452019873,1.958752785,0.492199418,0.436952544,0,6.765230772,0,1.75,0.738779953,0.738779953,0.803679449,0.752071152,0.788125407,0.652339953,0.717803409,0.443043737,0.816844242,0.93659181,0.880745342,0.887581742,15.91408742,0.661519078,2.310877312,12.94169103,92.09742244,3.103012886,37.23615463,0,86.8843608,9.309038657,97.9,0,0,4,12.41205154,0.003430532,69651,57715,33798,25942,0.006058081,0.713710421,0.005085538,0.779942972,0.004201847,0.250401926,0.004644588,0.326363728,18,17,14,20,17.16666667,4222.345151,834685.5455
205547,4.90E+11,4.90E+11,49,11,126700,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,190.187928,0,190.187928,189.75632,1037,400,400,0.645,8,0.02,149,0.3725,243,0.6075,449,120,148,181,0.267260579,1723,571,200,194,308,450,571,152,194,250,450,0,58,48,738,555,430,0.428322693,2.107966681,5.46490362,9.080066477,3.009122437,1.05398334,1.02236384,1.623134344,2.371462516,3.009122437,0.801027339,1.02236384,1.317479175,2.371462516,0,0.305655169,0.252956002,11.18803316,0,4.3075,0.944613147,0.944613147,0.858590859,0.803456425,0.958703605,0.759025032,0.822025006,0.408058896,0.751449275,0.413443831,0.260591991,0.477396446,17.58485213,0.94166295,1.739228549,14.90396063,95.370091,0,10.09527797,3.365092657,67.30185314,40.38111189,624.96,0,0.01704502,3.67,12.34989005,0.003539055,72689,59509,24910,21350,0.006322319,0.74484066,0.005243616,0.804186543,0.00309687,0.184552695,0.003822449,0.268594002,20,19,14,15,16.16666667,3854.283037,769679.1896
205548,4.90E+11,4.90E+11,49,11,126700,4,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,93.2923579,0,93.2923579,93.2923579,554,185,185,0.511,17,0.091891892,54,0.291891892,114,0.616216216,324,87,104,133,0.268518519,453,44,23,59,274,53,44,23,59,52,53,80,142,0,190,148,115,0.419426049,1.983013445,5.938321342,4.855703192,0.47163563,0.246536807,0.632420504,2.937003696,0.568106554,0.47163563,0.246536807,0.632420504,0.557387563,0.568106554,0.857519327,1.522096806,0,6.838716636,0,2.448648649,0.744615933,0.744615933,0.931510508,0.871693536,0.81095399,0.630955828,0.677867438,0.436314038,0.899702085,0.833976834,0.715231788,0.752188582,26.34276399,0,0,26.34276399,178.3914607,0,20.58046386,0,61.74139157,123.4827831,442.57,0,0,6,41.16092772,0.010830325,66423,55140,50170,28954,0.005777317,0.680633262,0.004858643,0.745145205,0.006237253,0.371698463,0.005183849,0.36425624,19,20,19,16,18.16666667,2781.076511,377548.2533
205549,4.90E+11,4.90E+11,49,11,126001,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,217.959497,0.5581989,217.4012981,217.4012981,1699,603,603,0.664,8,0.013266998,148,0.245439469,447,0.741293532,758,200,259,299,0.263852243,354,0,5,4,206,139,0,5,4,17,139,174,15,0,161,110,83,0.45480226,2.773672491,7.815040733,1.628325144,0,0.022998943,0.018399154,0.94755644,0.639370607,0,0.022998943,0.018399154,0.078196405,0.639370607,0.800363206,0.068996828,0,4.401997635,0,0.587064677,0.571992665,0.492687664,0.6176832,0.532229303,0.591649175,0.617539223,0.685491111,0.628464321,0.344861179,0.636690647,2.141242938,0.319421754,22.35340908,2.253311929,0.968054523,19.13204262,102.0902828,0,8.831594,2.943864667,100.0913987,26.494782,523.04,0,0.000398528,12.67,37.29876533,0.007457328,43533,42208,16340,10691,0.003786398,0.446080541,0.003719144,0.570386086,0.002031427,0.121059455,0.001914089,0.134498289,13,9,14,15,13.33333333,4500.682954,882069.5736
205550,4.90E+11,4.90E+11,49,11,126801,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,228.7165013,0,228.7165013,228.7165013,1124,324,317,0.511,0,0,43,0.135646688,274,0.864353312,506,130,119,257,0.256916996,24,0,2,10,12,0,0,2,10,12,0,0,0,0,8,9,7,0.333333333,1.416600893,4.914380876,0.104933399,0,0.00874445,0.04372225,0.0524667,0,0,0.00874445,0.04372225,0.0524667,0,0,0,0,1.521534293,0,0.075709779,0.835988997,0.570651268,0.835988997,0.441670404,0.230300323,0.200231278,0.203919341,0.0004259,0.041811847,0.090566038,21.08333333,1.90E-09,12.57980812,0,0,12.57980812,38.26011656,0,0,0,53.16625574,2.798223986,-99999,0,0,-99999,-99999,-99999,55197,46613,-99999,-99999,0.004800906,0.565600984,0.004107289,0.629913918,-99999,-99999,-99999,-99999,3,7,8,1,4.666666667,4748.236368,925601.8923
205551,4.90E+11,4.90E+11,49,11,126801,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,156.891203,1.079827,155.811376,155.811376,961,315,289,0.555,9,0.031141869,68,0.235294118,212,0.733564014,407,120,98,189,0.294840295,117,0,2,10,105,0,0,2,10,5,0,100,0,0,43,33,41,0.367521368,2.021675234,6.167713967,0.750907944,0,0.012836033,0.064180166,0.673891745,0,0,0.012836033,0.064180166,0.032090083,0,0.641801662,0,0,2.772583178,0,0.404844291,0.343061916,0.234176189,0.395803982,0.263869321,0.511524384,0.401101018,0.434850365,0.969390183,0.217068646,0.446564885,3.478632479,0.083857825,20.48100041,0,1.105871547,19.37512886,139.713547,0,12.3225919,0,160.1936947,24.6451838,571.32,0,0,4.33,17.78560764,0.004505723,57733,48561,32883,20414,0.005021481,0.591587253,0.004278937,0.656238598,0.004088092,0.243622893,0.00365487,0.256818639,10,3,17,15,12.83333333,3350.623185,634930.3997
205552,4.90E+11,4.90E+11,49,11,126801,3,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,274.8648973,3.9701557,270.8947416,244.33106,1167,413,370,0.473,9,0.024324324,78,0.210810811,283,0.764864865,603,154,140,309,0.255389718,131,2,7,13,109,0,2,7,13,18,0,86,5,0,45,41,45,0.34351145,1.690329506,4.776306377,0.536157785,0.008185615,0.028649653,0.053206498,0.44611602,0,0.008185615,0.028649653,0.053206498,0.073670535,0,0.351981447,0.020464038,0,2.226487291,0,0.354054054,0.434691302,0.374422707,0.626920527,0.540188684,0.454919634,0.423312993,0.458561551,0.841212763,0.201848998,0.356948229,4.603053435,0.027240418,17.13568483,0,0.005562749,17.13012208,88.23619041,0,0,0,103.9518148,18.90032996,-99999,0,0,2.33,5.5047211,0.001996572,59587,49819,-99999,-99999,0.005182737,0.610585101,0.004389785,0.673238828,-99999,-99999,-99999,-99999,9,9,13,1,7.666666667,6534.038556,1112362.65
